text,true_label,predicted_label
thank you senator schumer... so many americans who did not want trump in office are scared to death of losing these life sustaining funds that rightfully belong to the american people.,0,1
bannon is unfit!,0,1
"thank you for caring, senator richard blumenthal.",0,0
elizabeth warren only encourages hatred.,0,0
but it's ok warren buffet to ship the same oil on his trains.,0,1
help us kamala.,0,0
i believe between ndaa and the potential for abuse that it has as well as your original position on pipa people are feeling you have crossed a line in the sand.,0,0
thank you rep doggett.,0,1
we do not rossie or anyone except patty.,0,1
happy birthday mrs. warren we have the same birthday!,0,0
have a happy and successful new year.,0,0
"hey chuck, as a constituent, i take great exception to the fact that you have morphed into an obstructionist.",0,0
happy thanksgiving senator from my family to yours,0,0
the woman is going to be indicted.,0,0
typical male view women behind,0,1
elizabeth warren are you going to condemn the outrageous behaviour of the violent protesters last night?,0,0
go amy so others aren't having to chose between food and medicine.,0,0
"if you want to make changes to the sopa pipa acts, why do you support them as they are now?",0,1
"if mario has 2,155 facebook friends, does that mean there are at leas 2,156 mentally deficient people on facebook??",0,1
sold out to big pharma.,0,1
"i do feel however, that it's very appropriate term to use against democrats: see kennedy family against the cape cod windfarm, see pallone voting against fed audit and drug importation, obama's entire economic team, etc.",0,0
"thank you, rep. nolan, for calling attention to the double injustice of how this shutdown is affecting indian tribes.",0,0
mental health services.,0,0
"let mental illness run amok.... this isn't even about democrats vs. republicans, this is about one sicko being idolized by so many.",0,0
frank pallone jr.bring your sidekick paul dickhouse with you!,0,1
then why did you take money from the pharma companies and vote against it?,0,1
take care of us tulsi.,0,0
dear betty.,0,0
thank you congresswoman for your dedication to sanity and for the courage to stand up to those who claim to love america but spend all of their time destroying it.,0,0
his last act attacking john lewis on mlk weekend alone should convince you to boycott this travesty.,0,1
cayman forde - the first woman president... 😂,0,0
i love amy klobuchar!,0,0
"i'm thankful for your heart, cory booker!",0,0
everyone in nh knows about it now.,0,0
mr. booker you have taken $$from big pharma and now you vote against a measure to allow americans to buy drugs from canada.,0,0
right on senator wyden!,0,0
one of the best commentaries on the loss of robin williams.,0,0
"ms. murray, do you actually believe the falsities you're claiming here?",0,1
i'm so disappointed in your vote to stand with republicans against the rest of americans who deserve access to affordable prescription drugs.,0,0
there is only jill stein and bernie left as people with integrity who we can hope to make a difference.,0,0
"its discraceful that the governor of minnesota tim pawlenty has not signed the election certificate for franken, this goes to show the voters again how sick the republicans are.",0,0
"happy birthday, now get out!",0,1
best wishes to you and your family too.,0,0
i'm ready for a 3rd party whenever you are tulsi gabbard.,0,0
do the right thing and endorse # berniesanders your base is his base.,0,0
gun laws we need a way to recognize the mentally ill.,0,0
i'm a big fan frank.,0,0
wash your hands of hillary and her goons and work with a bernie to build a progressive democratic party.,0,0
it's in the poetry that i find the passion that helps me move forward.,0,0
patty murray couldn't be any more dishonest than this!,0,0
how about you criticize every politician who parades servicemen and their families out at every political event yet votes against increasing veteran benefits or ensuring a successful transition for soldiers returning to civilian life?,0,0
"hillary intimidates female rape victims, but trump who supported alicia machado and never attacked her weight is sexist.",0,0
thank you soo much!,0,0
happy birthday to you tulsi.... tulsimala is a chain hindus use to pray god.... ur name is great... ur name is also a tree name in everones house people do pooja to tulsi tree every day...,0,0
"thank you carol shea-porter for standing strong and doing what you feel is right for the people of nh... and thank you for your service-past, present and yet to come!",0,0
"if you really care about where america is going, then you'll stand with bernie.",0,0
we need truthful labeling and this bill destroys any chance of that.,0,0
i intend to hold gillibrand accountable for her actions on a daily basis regardless of what the latest spin is.,0,0
carlotta ed alwine je greatest democracy on the planet,0,0
"if bernie is not the candidate, millions of millennials will either not vote in the general election or they will write in bernie's name under protest [me too, and i am a 53yr old woman].",0,0
im lower middle class here.,0,0
bernie lost.,0,0
omg elizabeth you believe the media bs too?,0,0
why are you silent on the tpp?,0,1
senator booker please consider running for higher office!,0,0
"thank you, congresswoman, for leading the call for taylor.",0,0
today is such a wonderful day!,0,0
"paul - http: / / www.opensecrets.org / politicians / summary.php? cycle = career & type = i & cid = n00000781 & newmem = n let me know if frank is owned by big pharma and big health insurance big pharma, trial lawyers, unions, and realtors... just an awful combination of special interest groups to be owned by",0,0
if so grab your pacifier and coloring book just remember george soros stole from his own jewish people as they were lead to their deaths why aren't you boycotting his money?,0,1
"just a thought..... all those blaming trump for the violence at his events, should be compared to those that say of a beaten woman, ""she did something to deserve the beating"".",0,1
"elizabeth warren for president, 2024!",0,0
"(btw, you're super cute)",0,0
"take a look at all of the high profile shootings and you will find a common factor, mental illness.",0,0
love and healing tthoughts for gabby and all affected and that means all of us!,0,0
we got your back tammy!,0,0
"when the people's voice is silenced by the elite few, this isn't democracy.",0,0
and we'd all like to thank you... al franken,0,0
amy you are the only democrat i have ever voted for.,0,0
happy eid bayram!,0,0
i hope you are working hard to build a bipartisan coalition against sessions.,0,0
"we expect you and senator kaine to lead the resistance, not sabotage it.",0,0
trumps comments about nuclear weapons has been vastly under-reported and astoundingly has escaped serious analysis.,0,1
"when two women can make a child without involving a male or two men can procreate a child without involving a woman, then i would consider redefining marriage to make these relationships all equal to each other.",0,0
thanks senator - we're proud of both of you!,0,0
stephanie kristen,0,0
"(merkely, defazio, bonamici, wyden and that is not to forget earl blumenaur!).",0,0
"love you, kirsten!!",0,0
thank you for your strength and leadership for opposing sessions.,0,0
you democratic freaks!!,0,0
"so far minnesota is home to dozens of sanctuary cities for over 90,000 illegal immigrants, which by the way cost mn taxpayers 744 million dollars.",0,1
i'm from massachusetts and some people are happy and some are not with romneycare.,0,0
we need people with enough backbone to speak up when they have concerns about what they see & hear & offer better mental health options.,0,0
"online piracy may be an issue, but not an issue that should be addressed through pipa.",0,0
"please consider our thoughtful and resounding decision to put u.s. senator bernie sanders forward as our state's democratic candidate, and the best choice to defund the front-running republican contender.",0,0
"me too, senator!",0,0
"you and the rest of the democrats being obstructionists is one of the most backward and nasty things i've seen, especially organizing a protest even before president trump (oh, how i love saying that!!!)",0,1
senator schumer: i'm an ny voter and march because next-generation innovation means remembering our heritage as a nation of immigrants and using it to power our future.,0,0
and most of their drugs come from the us anyway.,0,1
"i agree, rep. doggett, 5 men in black robes, average age 67, have decided that a woman's boss can determine if she can get birth control coverage?",0,0
this answer doesn't cut it when people in canada get the drugs safely.,0,0
"progressives at the dnc in philly tried doing this and were shunned by the elitist corporate party it's become, the result.... trump & his caravan of freaks.",0,1
"way to go, nancy!",0,0
"irwin, this page is not for trolls, i guess you didn't hear when walsh insulted her, screw joe.",0,1
we know that we can count on you elizabeth warren.thank you.,0,0
lewis said the trump presidency was illegitimate?,0,1
"""like you, i am committed to equal work for equal pay.",0,0
thanks for wat yu have done and will do for mn and usa!,0,0
since quite a few republicans were progressive enough to vote for bernie's amendment.,0,0
fight for us by protesting this farce.,0,1
with saying that i must now draw your attention to this.... meanwhile at home.... muslim immigrants in minnesota 'grooming' and forcing local teens into sex trade why is this even happening and being tolerated by our federal government?,0,1
i hope your dinosaur ass gets voted out soon.,0,1
"urgent: al okere (a # 073 426 339), who has lived in the u.s. since he was 5 years old, could be deported to a country where his life will be in serious jeopardy.",0,0
"thank you for standing up for the rights of our lgbt washingtonians, it shows courage and conviction.",0,0
"frankly, your party's rhetoric and attitude insults my intelligence and insults my allegiance to america.",0,0
thank you jan for your fight for the citizens of illinois.,0,0
you're another neolib who can't wean himself from the dnc.,0,1
"my daughter got the first two years of her college education for free, but the rest of her education has her in debt for life, and with the economy sucking, she's not finding a job that allows her to pay off the loans she needed.",0,0
all politics should have been blown away in sandy but instead it turned into a photo op.... frank your a good fair man and i will continue to vote,0,0
"warren, you are the problem.",0,0
michigan borders canada.,0,0
make sure young people are trapped into these loans and then rip them off?,0,1
he had to resort to al caps on twitter.,0,1
witness prop 8 in ca and all the bs foisted on the people of oregon by the oca.,0,1
taking guns from law abiding citizens will only enable criminals.,0,1
"thank you, senator booker, for raising your voice!",0,0
please work together with the governor snyder instead of going after him.,0,1
"if you really believed this, than burnie sanders is your guy.",0,0
"and as a side note, even if the majority of rhode islanders were not in favor of marriage equality, civil rights should not be decided upon by a majority vote of the citizenry, as they are usually being sought to protect minorities.",0,0
"what can we do, in ohio, to help michigan workers?",0,0
well elizabeth.... you know you want to silence voices and only hear what you want to hear....,0,0
thank-you for boycotting the inauguration.,0,0
"and again, how can i help?",0,0
"you are the face of the progressive movement just as much as bernie is, and they need to see something tangible from you.",0,0
"mr. doggett, i think we should invest in clean energy: building windmills, solar cells, green machines of all manner right here.",0,0
"perhaps you write a bill to disband the oakland police department and let these ""protestors"" protect the city from violent crime.",0,1
i'd prefer you stepped down and turned the job over to franken.,0,0
"by the way, what's wrong with actors going into politics, mary b?",0,0
jackson is the only one who can withdraw money,0,1
so elizabeth warren is endorsing the libertarian party?,0,0
thanks for selling out the people for bernie sanders 2016,0,0
oh and happy new year!,0,0
"tech sgt lewis cox, 223rd ordinance battalion, 1st army.",0,0
elizabeth warren endorse bernie sanders!,0,0
you should be going to represent the people of nh.,0,0
i believe with his friends and associates in illinois right from the start they didn't get it either.,0,0
# warren2020 i'm with you senator warren.,0,0
"hey, jon!",0,0
"trump is so filthy, amoral and vile as is his adult family that i am afraid he could beat h or b. not even the famous so-called clinton machine can beat this vile ass.",0,1
so i take this refugee ban personally.,0,1
you are a clown warren!,0,1
do not cooperate in any way with the fascist assholes.,0,1
"senator schumer, i am so glad to see that you will be fighting hard to protect medicare.",0,0
he lied he only attends democratic inauguration ceremonies and he skipped george w for the same reason he is not attending this one!,0,1
"you too, tammy!",0,0
"i urge you please, run for president in 2020. i will also knock on doors for you and offer my support in anyway that i can.",0,0
you don't deserve bernie's endorsement after you supported hillary over him during his run for the white house.,0,0
i am so glad one of my senators is thoughtful about women and families and the economy and health care and.....,0,0
we can be so proud to have smart and ethical senators representing us.,0,0
"warren, stfu.",0,1
happy new year and thank you for all you do.,0,0
grateful to have you representing us.,0,0
a hobby lobby employee can buy her contraceptives with the salary she earns from the company.,0,1
but you keep cashing that big pharma lobby money.,0,1
"there is little political will to change this because 95% of the house and senate have been purchased by wall street, banking, insurance, pharma and the transnational conglomerates.",0,0
"i know the dnc has no problems with this, but i thought elizabeth warren knew better.",0,0
your fake tears mean nothing!!!!!,0,1
sexism and racism rampant in us!,0,0
what about the people who work for companies that do not make enough money to qualify for mandatory profit sharing?,0,0
you were a terrific governor and i was proud to have the opportunity to vote for you yesterday.,0,0
thank you senator booker for hearing our concerns.,0,0
the us has gone to hell under yarmuth and obama but you kids worry about basketball games.,0,1
"yet access to safe drinkable water is a basic and universal human right, since it is essential to human survival and, as such, is a condition for the exercise of other human rights. """,0,0
speak out debbie stabenaw.,0,0
"with your military background and strong positions about the middle east you'll appeal to conservatives, and for the rest you'll be the best democratic candidate ever, you're a full package!",0,0
the middle class is who spends their $... which makes these republican corporate monsters bigger profits.,0,0
please have senator kaine get on board.,0,0
"cory booker, i would like to know what actions you are taking to address the intrusion of vladamir putin and russian diplomates into the business of the united states.",0,0
but medicare is still medicare and all seniors should belong to that and then have the personal choice of adding medicare supplementary programs.,0,0
he witnessed her battle and be victorious on several fronts regarding human rights constitutional rights and civil rights for all people.,0,0
"be safe, tulsi!!",0,0
please do nj proud!,0,0
repeat a lie often enough and forcefully enough and it will become perceived as the truth... looks like warren swallowed the whole thing,0,0
i hope you stand in opposition of every single one of the cabinet members selected by trump who have blatant conflicts of interest.,0,0
democrats have such class.,0,0
putin > trump,0,1
kari elizabeth zachary croft,0,0
"""in the 2001 census, 45.6% of the population identified as belonging to protestant or other non-roman catholic denominations.",0,0
"if elizabeth warren was a chess piece, she'd be a queen - a queen who came out too early.",0,0
"don't think about running for governor of vermont, vermont doesn't need your mindset.",0,0
"let's be honest; for ""affordable college.",0,0
"for those wondering how mr. schumer can support this bill, just follow the $.",0,1
we love you jon tester!,0,0
i wouldn't be too proud if she was my senator.,0,1
"# obama # democrat # republican # syria # cnn # abc # cbs # bbc # christians and other # minorities under fire in # syria any military strike against the syrian army will lead to a genocide of minorities in syria at the hands of al-qaeda terrorists, and taliban like extremist groups.",0,0
thank you for all that you do congresswoman speier!,0,0
so get on board with bernie and fight him.,0,0
"well frankly elizabeth warren has done us all a disservice if she is truly a progressive, by not coming out in support of bernie sanders when we had the historic opportunity to change course of the country.",0,0
"thanks, chuck.",0,0
"keep the pressure on him elizabeth, and get biden and others to do the same.",0,0
and i just liked an elizabeth warren post.,0,0
jewish voice for peace,0,0
please please please be a champion for gun control... be the voice for a nation of sad and scared people.,0,0
this great event makes boston proud.,0,0
"love your new spirit of ""working together"" to make america better.",0,0
elizabeth is soooooo good at hitting the nail on the head!,0,0
"for my birthday, i would like you to propose a bill to get the corporate influence out of the election process!",0,0
dear me.... it'd be nice if we at least had trolls posting their comments in syntactically coherent english.,0,0
thanks sherrod - you too!,0,0
"""toxic stew of hatred and insecurity never reaches the white house""... really?",0,0
we need you to stop doing things like approving cabinet nominees.,0,1
"by not attending the inauguration, you are not exhibiting the professionalism we expect of our representatives.",0,1
"@ stephen carpenter: i have lived in the ma 7th, markey's district for 13 years and have followed markey pretty colsely.",0,0
if congresswoman roybal-allard wishes to speak up in defense of abortion causing drugs or any other moral question i can openly wonder if she is still a catholic or if she's become a secular humanist or something else.,0,0
thank you for always thinking of us whether we are dems or repubs.,0,0
"wonderful words, tulsi, and so needed right now in our country!",0,0
sound like a nazi program.,0,1
"so, if you want to worry, don't worry about syrian refugees entering the usa, worry about eu nationals entering the usa on the visa waiver program.",0,0
"senator booker, i look forward to voting for you in four years!",0,0
i'm extremely proud to live there.,0,0
herr trump has not earned my respect,0,1
"this isn't just about a woman's right, it is about a business who is family owned to be able to make their own decisions on what they offer to their staff and employees.",0,1
tell me did these criminals follow the strict firearms laws in california.,0,1
the gay votes.... hillary is running in 2016 why she came out of the woods for gay marriage.,0,0
totally lost faith in you mr. booker.,0,0
debbie both congressman dingell and you are in fran and my prayers.,0,0
right back at cha al.,0,1
i just got an email from patty murray's people - they want contributions.,0,0
"hi peter, i was wondering why you never feared a russian overtake when hillary offered her reset button, or obama had his open mic.. ill have more negotiation room after the election remark?",0,1
"elizabeth, you're my idol of an inspirational leader.",0,0
way to vote beto!,0,0
# berniesanders # birdsforbernie,0,0
"hey snowflake, seeing a man cry is very touching when it is genuine and sincere... seeing you shed fake tears just enforces what a dumb shit you are...... anything to remain pertinent?",0,1
"you spread more ignorance, hate speech and anti semitism than fox!",0,1
i love that my birthday is women's equality day!!,0,0
who cares about the party jon.,0,0
i do not like donald trump and i do not like hillary clinton.,0,0
thanks maxine keep up all the good work,0,0
this report by warren is just more liberal bs,0,0
"feeling that their identity, culture, dignity was threatened, they asked russia for help.",0,1
cannot vote hillary or bernie.,0,0
i'm sorry democrats but hopefully you are learning your political leaders are just as crooked as a republican who are bought and paid for by your local lobbyist 4 big oil and big pharma,0,0
elizabeth warren is one of the few politicians i admire.,0,0
"elizabeth warren, where are you getting this information?",0,0
why did you vote yes on the gmo bill?,0,1
we here in minnesota better wake up these people these islamic people they do not want peace they want to kill us please amy no syrian refugees here in minnesota we have enough islamic people here already,0,1
"there ya go, justifying riots for votes.",0,1
women's rights are way too important for such a close vote.,0,0
snyder is just another lying republican.,0,1
"corey booker, i pray that you will come out in support of teachers, unions and public education now, for you would be the hope of the democrats, except for your position against public education.",0,0
mental illness is running rampant in the house!,0,0
ms. harris to be frank * it was not my parents fault-- i did it on my accord and truancy would follow that pursuit frequently even after -- parent teacher conference attempting to correct that * but that was in ohio,0,0
"no mr franken hillary won the popular vote, and that orange bozo is # notmypresident",0,0
how do they like minnesota after this cold?,0,0
well done betty!,0,0
"please senator warren, if you are as frightened as you seem to be, please come out and endorse senator sanders as the democratic nominee!",0,0
"yeah, why require a measure that would actually restore confidence in our mn elections?",0,0
"if this man was deemed too racist for a federal judge appointment, he is too racist for attorney general.",0,0
voter suppression and russian tampering and fbi treason.... what are you waiting for??,0,0
you too al:),0,0
al you are the best senator we have had in decades!,0,0
"yes, no one needs an assault weapon.",0,0
"senator wyden, please keep up the good fight.",0,0
"first, it's important to understand that the governor of ma can, and will, appoint an interim u.s. senator from ma.",0,0
# bernieorbust bernie sanders is our only hope.,0,0
"amy, i find the high gas prices difficult to swallow when just recently i heard on the news that we were actually acquiring so much in petroleum that the us was contemplating selling it to other countries.",0,0
ron wyden is a tool of monsanto.,0,0
that's why most bernie supporters didn't vote in it.,0,0
so grateful for you senator franken!,0,0
other than the comment about the kkk which i suspect this is dead on.,0,0
this may be hard for some people to understand but i wanted hillary the last election and i want hilary this election.,0,0
i am jewish and i can honestly say your a real disapointment to all jews across the country.,0,1
"this is a closed door, secret, last minute sell out to wall street and big financial contributors, and it takes away earned pension benefits from retirees.",0,1
bernie was the best tonight hands down.,0,0
excuse me debbie you are misrepresenting this.,0,0
he was invited to attend as he worked tirelessly representing new hampshire,0,0
more than likely this will tip the vote count to president elect trump.,0,1
"to succeed, we need: 1. a united coalition of opposition forces, organized and led by a group of power houses that know and understand the game.",0,1
this includes you amy klobuchar.,0,0
so proud that you represent me,0,0
bernie is the only guy to beat him!,0,0
that's why i voted for beto,0,0
"time to reorganize, find candidates that are in line with today's thinking, and prepare for the mid term election to hope to regain any semblance of sense and reason, compassion and unity for 2018",0,0
"yes, this long overdue... sounds like joe biden has made this cause happen..",0,0
"if all of this citizen abuse by our democratic political elite is their way of ""protecting democratic priorities"", maybe we need somebody different for a change.",0,1
"so, is it conscionable to get drugs from israel for a cheaper price but not canada?",0,0
the study of the efficacy of qr codes outlined in the bill is to take place significantly after any labeling is established and in the marketplace.,0,0
just some information on clint didier gop who is challenging patty murray.,0,1
"i guess that is why you and the other ""yes"" voters don't want clear labels: it will result in lower sales for the food makers and biotech corporations who are invested in gmos.",0,1
"skew, this is literally sen warren cyber bullying trump.",0,0
hillary clinton did not lose because she was a woman.,0,0
keep alerting people to the very real threat he poses to our country and our democracy.,0,1
please help nancy p she's disturbed.,0,0
to do as pelosi wishes is to side with left wing progressive communist democrats tyrants who wont listen to the majority.,0,1
why why why can we not make big corporations pay higher taxes?,0,0
thank-you congressman brad sherman for speaking out for gun control.,0,0
we stand with elizabeth warren.,0,0
"ms. warren, i will contribute to your 2020 presidential run.",0,0
i am more proud to be an independent than ever.,0,0
if you cant see what only takesvthe ability to read at grade 10 level i guess you deserve hrc,0,1
"donald trump is the lesser of the two evils, like jimmy carter said, to the british parliament ""donald is more malleable"".",0,1
! 🍾 🎉 get it girl!,0,0
"blessing to you, debbie.",0,0
"more violence, injustice, hate, fear, poverty and suffering in the name of trumpism.",0,0
you know that canadian drugs are safe.,0,0
"thank you, mr. franken!",0,0
the more i read about mr. bannon the more i fear for our future and the future of the world.,0,1
"wow, if amy klobuchar said that there's hope on the horizon!",0,0
it will be the electoral college that puts trump in office.,0,1
"as a senior it is almost impossible to afford my insulin, especially when you hit the proverbial donut hole on medicare.",0,0
"franken, take back your endorsement for clinton.",0,0
i am so dissapointed with the choices trump is making.,0,1
now you're ranting for attention and kosta's just an ass.,0,1
"in case the younger generation had any illusions of controlling their own future, thanks for keeping them in check al franken.",0,0
thak u senator klobuchar saludos,0,0
"everyone, ms warren.",0,0
i do think that trump supporters feel that he values more masculine values.,0,1
"senator ron wyden, we are counting on honorable politicians like you to hold this inexperienced, reckless, hateful man in check and do all you can to limit and mitigate the damage he causes.",0,0
i personally have to pay out of pocket for my 8 year olds meds.,0,0
"even * if * big pharma contributions had no sway on this vote, the fact that we, the public, aren't certain about nor trust this particular vote cast because of the massive lobby contributions senator booker received, only reinforces the desperate need for campaign finance reform.",0,0
thank you so much from britain for your support against dog torture.,0,0
"if minnesota isn't looking out for the health of mississippi river, it's nothing but trouble downstream.",0,0
mrs.porter:) thats soo cool,0,0
a report in sunday's wall street journal (wsj) by devlin barrett revealed that agents assigned to the new york field office have been carrying the bulk of the work in investigating the clinton foundation.,0,0
one of the first major points that i agree with bernie sanders.,0,0
"denise, a proud lesbian",0,0
and i sincerely hope you and all the dems / repubs can work together to make positive things happen for this beautiful country.,0,0
senator sanders isn't beholden to anyone.,0,0
it's time for bernie!,0,0
"when the vile of racism is being spewed by those who are elected to office or has a mic before them, ready willing and more than able to spew their vile then this will happen.",0,0
thank you for once again speaking out in support of a woman's right to choose what is best for her and her family.,0,0
trump would have driven my father berserk.,0,1
"every time a democrat loses an argument they call the other side a racist, sexist, homophobic, or xenophobic.",0,1
did you forget how a bill is made an passed ms. senator?,0,0
"well elizabeth, do you think usa is better off with hillary who is in the pockets of the wall street bankers.",0,0
thank you senator warren...,0,0
then why has zhillary been endorsed by the kkk,0,1
"lori, then you shouldn't take prescription medication (fda) nor should you participate in medicare when you're elderly",0,1
yep and the dnc screwed their only hope.,0,0
explain to your votesr the six figure you accepted from pharmaceutical companies.,0,0
"he also built his campaign on the accusation that the establishment has sold out the working class to benefit the donor class, the same accusation made by you and bernie.",0,0
"cheney's own gay daughter isn't safe from discriminating facist nazis... her father hates the lgbt & so does her sister... hate, racist, murdering cheney needs to go to hell today... so sorry for his daughter... she must be a very strong woman!!",0,1
thank you rep rep. lloyd doggett,0,0
please do everything you can to reverse trump's ban!,0,1
then mooooove your ass out of mn if you dont like it.,0,1
it is not consistent with the spirit of democracy.,0,0
"please reach across the aisle to moderate republicans, keep standing up against ignorance and greed, and please keep fighting for us.",0,0
"medication does not completely cover my pain, it only lessens it, making it manageable.",0,0
when's international men's day?,0,0
thanks amy well done.,0,0
thanks for working for minnesota.,0,0
lots of maize and blue / green and white here at today's detroit free press marathon events!!,0,0
how about forcing nypd officers to carry professional liability insurance?,0,1
to the bernie supporters you will allow trump to win.,0,0
i'm with john lewis always!,0,0
"mr. brown, you fight for all ohioans, and i voted for you!",0,0
happy thanksgiving to you and your family senator!!,0,0
donald trump is bad news.,0,1
for my family and our democratic politicians who have our best interests at heart.,0,0
john lewis (ga-05) hon.,0,0
"many doctors, surgeons and specialists providing critical care to the elderly — such as surgery for hip and knee replacements, sophisticated diagnostics through mris and ct scans, and even treatment for cancer and heart disease — will cease serving medicare patients.",0,1
"i agree, wall street needs to be cleaned up, but our government's fiscal deceptions is probably 10x the magnitude of ws, should the congresswoman disregard this because is serves her convince?",0,0
"a democratic society is not a ""pass"" so that you don't need to be concerned about a family's stability!",0,0
senator gillibrand is a cosponsor of this bill!,0,0
i need to be able to get into a forgiveness program so i can let go of these loans before i am on social security!!,0,0
you're describing democrats,0,0
"the thing is senator warren, when children say hurtful things, we make them apologize then move forward.",0,0
"thank you, jill l. cooper",0,0
i love my best friend but i don't want to marry her.,0,0
so grateful to have you representing me and my son in congress.,0,0
women for.,0,0
california ha very strict gun control laws and this was in a gun free zone!,0,0
we are so proud to have you representing us.,0,0
"i thank you, too, senator, for your tireless efforts on behalf of all ohioans.",0,0
thank you for your efforts to make changes to existing gun laws and for you feelings for the dead and wounded and their families.,0,0
congrats kirsten:),0,0
the democratic party may have to learn a hard lesson the whole country will suffer if they don't pull there greedy hands out of there asses.,0,0
"please continue to push for sensible gun control, police reform and peace education in our schools",0,0
i love the idea of amy klobuchar being president someday!,0,0
"check out unosquare in portland, and the nearshoring trade association in michigan.",0,0
"i don't think the canadians would allow drugs to go available for the public without testing and proper research, plus you never provided evidence that support your answer.",0,0
when they lose they cry an exclude themselves and believe they are noble for doing such.,0,1
i ask you this since you are the first and only democratic representative to even give my questions the time of day.,0,0
good for you rep. yarmuth!,0,1
she barely makes it month to month with the meager assistance from those programs but still finds ways to help the less fortunate.,0,0
cory this kkk bannon should not be anywhere near the whitehouse.,0,0
congressman gerry connolly yes!,0,0
too many beautiful shots of new york,0,0
al franken!,0,0
2013 and still fighting for equal pay for equal work,0,0
"you should have endorsed bernie sanders a long time ago, or better have run for president yourself",0,0
"waiting for 2020, when we can vote senator booker into the white house.",0,0
thank you tulsi for your service and all you do for hawaii...,0,0
many private citizens with guns in their homes are staying quiet about all this for fear of appearing insensitive and other factors.,0,0
pharma vote was a bad choice but you have time to redeem yourself.,0,0
"yes, stop accepting big pharma money and perhaps more people will respect and believe you.",0,0
get on board kamala.,0,0
mr. schumer - you are a f * * * * * * idiot.,0,1
"thank you, senator warner, for standing up for the law and what is right.",0,0
the fda regulates foods and food ingredients developed by genetic engineering using the same rules it applies to other food products.,0,0
did schumer vote against the bill?,0,0
thank you claire mccaskill for trying!,0,0
it was her political party that incited the riots,0,1
on hamilton's birthday - rise up!,0,0
"trump is an american who won the election fairly, the russians had nothing to do with it!",0,1
"furthermore, breitbart, which was run by bannon before he became trump's campaign chairman, is at least partially owned by the mercers.",0,1
can't wait for him to be primaried and get a real progressive in his place.,0,0
i met you when you were an assembly woman and married to dr. steve sierra.,0,0
they should fear the reaction of us more than they fear this violent minority group that they're permitting to take over.,0,1
cory booker 2020!!!!,0,0
* happiest may day to senator colleen *,0,0
there is nothing unsafe about the prescription drugs in canada.,0,0
"go, go.go cory!",0,1
