text,true_label,predicted_label
"3) repealing and replacing laws passed in the last 7 years including affordable care act, enforcing existing immigration laws including requiring employers to use e-verify, prosecuting voter fraud perpetrated by the democrats and holding the fbi accountable for the same.",1,1
is it the end of republican party.... can't find even one good candidate to stand on its ticket?,1,0
"get the book, you will see mark is a friend to all americans, including rand paul.",1,0
"no you do not think taxed enough already,, jeff you think,,, more taxes!",1,1
"you will never convince me that it is ""right"" for me to have to pay $100.00 to go to the doctor while it only costs $10.00 for mr bob smith down the street.",1,0
"and when you, mr. lamborn, and so many like you won't even come to the table for the discussion, it's easy to see where the problems are.",1,1
for all the peeple that have the nerve to say you should have ben there must not have a life.,1,0
amazing that a pretty recent immigrant family raised marco right.,1,1
"we the people means all the people, not just ted cruz and wackos like you.",1,1
"for the uninformed who claim the house has voted 40 times to repeal obamacare, you are mistaken.",1,0
"i am just wondering mccain if you can work on another project, the american school system is in gross need of an overhaul.",1,0
"but, as you pointed out, obama & kerry are selling america ""down the river""!",1,0
he hates amercia.,1,1
"impeach obama, then our new year will be joyous..",1,1
the only chance we the people have of seeing the communist in charge being impeached is if conservatives win back the senate in 2014..... which means we have a lot of work to do to put up candidates that are straight forward and as honest as a politician gets,1,1
rand paul is an idiot and is best ignored.,1,1
the cuban gov't takes what's sent for the people for themselves and to promote tourism!,1,1
steve potenzone- i'm praying for you!,1,0
why don't you guys vote to repeal your life long health care benefits so you can shop for health care for you and your families.,1,1
and we will warn our children about men like you.,1,1
ryan is a amnesty lovingln,1,1
i was disappointed that you were so late to get on board.,1,0
stay strong against the obama administration!,1,1
"i won't be listening to that communist, muslim traitor!",1,1
may god bless you for standing up for america.,1,1
ted cruz sucks.,1,1
"also, just so everyone knows, senator portman will be voting to confirm rex tillerson for secretary of state and he supports the president allowing the keystone pipeline despite the danger to the environment.",1,1
you probably want to blame the meteor in russia on obama also.,1,1
"all the above, stop obamacare and impeach obama!",1,1
"lets hope so, tim!",1,0
so the establishment is willing to out do the peoples choice.,1,1
"you, the bush's, mccain, governor kasick and governor haslam plus all the republican candidates that lost should have got behind our candidate from the beginning.",1,1
yep and impeachment is a good start.,1,1
"for years senator blunt and his staff told everyone he got lucky, had a low draft number.",1,1
i pray that we stay strong in this.,1,0
our federal government is trying to force everyone to take up arms against these refugees.,1,1
a little late,1,0
"house, senate, congress, start doing something to help this country.",1,0
"unfortunately, no filters to get rid of the morons!",1,1
she had no security clearance.,1,1
you are part of the corruption!,1,1
"the ryan plan, cut, cap & balance or mack penny are all better!!",1,1
may god bless you & your family.....,1,0
god bless amanda and your whole family!,1,0
upheld by republican appointed chief justice of supreme court!,1,1
too broke too be republican sorry,1,0
"it's all obama's fault, the french blood is on his hands!",1,1
"rubio pledged to support republican nomination even if it is trump, hmmm",1,1
do you really think anyone belives you mitch oh i forgot you dont care you were just reelected ask the miners how much u care about the working and retired people of this country,1,1
quit trying to look conservative.,1,1
wonder why the teapublican party didn't put stuff like this out when regan was tripled the debt or when bush doubled it.. right now the house republicans are just following the special interest leadership..,1,0
"if by ""fresh perspective,"" you mean no experience in foreign affairs, then you're right.",1,0
lindsay you're not going to win on fear!!!,1,1
"may god bless america and our troops who are currently deployed in oversea, away from their families!!!",1,0
"you all can do something to make this right - first of all comey needs to be fired or made to tell the truth about why he did this - who paid him off, who threatened him, who bullied him, something had to happen.",1,0
kansas kids deserve someone more qualified.,1,1
"if obama wants to go it alone without the american public, that's his risk.",1,0
its time to wake up and support truly conservative candidates.,1,1
i hope that the south carolina residents of your party correct your attitude if you continue along this path.,1,1
"why do we give them money, tax payer money, i blame congress for this mess.",1,0
i am really curious to see how carly fiorina is going to do.,1,0
"defund obamacare, it will destroy the usa.",1,1
same could happen to flat tax without limits set and with it needing super majority to change or increase.,1,1
"the us constitution is only four pages long -- a little over 4,000 words.",1,0
shame on you for not standing tall with rand paul and the other young bloods as they stood against obama in the senate.,1,1
"marco very well said, yes we all have a lot to be thankful for.",1,0
why should anybody chip in money if he wants to run spend his money he hasnt done anything to deserve money hes a millionaire that should be the law,1,1
"time to turn it around and restore the faith in our government sir, you have our trust and support, please don't let us down again.",1,0
please continue to fight to defund obamacare.,1,1
if a radical hate group adopts the american flag as its symbol what then?,1,1
"if forcing the shutdown is the only option, then ""go for it"" but before you guys do, can you please get your p's & q's together so that you do not look like bumbling idiots for doing it????",1,1
even obama has owned up to the change in position being due to the perspective a presidency has rather than the one a senate seat gives you.,1,0
i've heard levin call ron paul an anti semite many times.,1,1
rand can you see what the libyans are doing?,1,0
"will mrs. devos uphold the constitution and direct funds to non-christian groups, especially to religious groups the current administration does not agree with?",1,1
"mr. amash, i never did see the white paper i asked of you (yes, you are the elected representative in my district) explaining how you would vote on the debt ceiling increase.",1,1
"sir i would like your focus to be on supporting ted cruz and his message, and making sure john boehner does not cower to the democrats and cave.",1,1
that national debt could be recouped from suffolk counties property tax bills.,1,1
he doesn't understand what really makes america great and doesn't understand how the constitution is supposed to work.,1,1
"congratulations, rand!",1,1
you are a waste of our money from south carolina!,1,1
mitch mcconnell needs to go!,1,1
"very encouraging words mia, thanks.",1,0
... but some resistance... some debate... any suggested alternatives to ongoing spending would be called for!,1,0
how about you get behind the zadroga act and start caring for america's sick first responders who gave their all on and after 9 / 11,1,0
it would be great to see an american take the office of president of these united states of america instead of the worthless socialist imposter we are not suffering with.,1,1
and the goverment can not ever rob this fund again period.,1,1
"if i have to pay full price for obamacare, so should you.",1,0
since when would people in maine want to believe anything out of a california whiner,1,1
what's in it .please tell all republicans to vote against this as the american people are fed up with this president and what he's doing to our country .he is a muslim himself and it sounds fishy that be wants to make friends with our enemies.,1,1
pass the zadroga act and quit playing with people's lives.,1,1
"that is why we all need to support politicians such as yourself and your father who uphold the constitution, and vote out the ones who don't.",1,0
"congrats on that victory, sir.",1,1
i feel that absolutely nothing will happen before the election if ever!,1,0
"i support the patriot act, but you are sworn to uphold the constitution.",1,1
i don't understand why the republican party is attacking women and their healthcare needs.,1,0
praying you win captain clay,1,0
"subject at a time act, sir.",1,1
put a real conservative in charge; vote for gohmert and let's start turning this thing around!,1,1
"abolish the marriage license, it adds the government as a 3rd party in your marriage, making you a polygamist.",1,1
"just think, if it wasn't for the florida vote you would now be blaming gore.",1,1
i am not sure what constitution you are reading.....,1,1
now if y'all can just get him to listen about obamacare,1,0
actually he delayed it because republicans added a short term extension of the pay roll tax cut.,1,1
hope you get well soon vern,1,0
either does amnesty.,1,1
"thanks tim, keep up the great work and please tell your chief of staff i said hi.",1,0
"i told people 5 years ago obama would destroy the country and economy, and he has!",1,0
giving aid and comfort to terrorists allowed in by state sept and obama is by full definition treason and they must be arrested for doing so!,1,1
first intelligent thing i've heard lindsey graham say in a long time.,1,1
"i guess you shouldn't inform your constituents that you serve on zero committees that have direct involvement with this, and that you're basically just a hype man for jason chaffetz and trey gowdy, huh?",1,1
"mike, you are soooo right.",1,0
keep it a no!,1,1
mr. gowdy is a perfect choice!,1,1
well done sir... keep up..!,1,1
when did you become a republican party hack?,1,1
treason!,1,1
"tim u had me, u just lost me.",1,0
a majority of americans want it repealed and replaced.,1,1
problem with these establishment is they expect us army do it all while these other countries with their armies do very little and offer little and we end up with the wounded warriors.,1,1
hey tom oef vet here how about creating a contractor force to go take care of isis.,1,1
i'm so pleased that the sc voters know a good man when they see one.,1,1
i apreciate you very much for what you have done and do not only for utah but for our country!,1,0
my first question to anyone spending too much money is what are you buying?,1,0
can not believe would agree with the trader obama on any thing.,1,1
we need to march on dc and throw reid and all his cronies out.,1,1
additionally we cannot take our eye off the ball to defund obamacare or get the truth about benghazi!!,1,0
"to balance the budget without raising new revenue would mean an across-the board cut (including defense, medicare, and social security) of around 44%.",1,1
why harry he is the speaker of the house and the one the constitution of the united states gives the authority and control of the purse!!,1,1
you are delusional mr burr,1,1
any other president would have been impeached long before now if they had done what he has.,1,1
"he's our president, how dare you wish him and his family ill 😝 georgia should be ashamed to have you as their senator!",1,0
now is your chance to help the american people by stopping obamacare in its tracks.,1,1
i do better at praying then getting into those matters,1,0
boehner has been ineffective on getting a long term budget deal.,1,1
"to everybody else, you all do realize that when the government pays for subsidies or says that an individual will only have to pay so much out of pocket, and that the government will pay the rest, it means we will pay it through taxes.",1,0
"and, he should have to produe a balanced budget plan just as every president befoe him has had to do.. why is it that he doesn't have to abide by the rules?",1,1
too little too late traitor rino!,1,1
fox just posted r. paul lower tier @ debate!!,1,1
every welfare program the us funds is in that agriculture budget.,1,1
"shut down irs and install flat tax, but then again it might hurt your campaign dollars!!!!!!!!!",1,1
the liberals go on the attack @ rand paul and marco rubio!,1,0
"jobs, jobs, jobs.you politicos beat us to death with that crap while taking our tax dollars and giving tax breaks to corporate america then you say we're broke, lets cut health care and education.",1,0
crist is to take your ideas and beliefs directly to the people.,1,1
you do not represent our interests at all if you are supporting this billionaire unqualified nominee.,1,1
i really am disappointed that republicans did not stand their ground and defund obamacare.,1,0
of course we should stand with israel.,1,1
"so for that, ryan, you've earned back a little respect.",1,1
our failure of a president has refused to accept the danger isis- the islamic terrorists pose to not only our country but the world.,1,0
"""john brennan has his vote for cia director because of rand paul filibuster""???",1,0
america needs a smart leader who can shake up the failing education system being out side the establishment is what we needed.,1,1
thanks for standing beside your citizens and not behind mr. obama!,1,0
this year will be a bell weather year for the party and boehner.,1,1
repeal and defund obamacare!!,1,1
thinking rand should be a stand alone.,1,1
let me tell you how the majority of conservatives are thinking enough is enough.,1,1
will we ever quit spending and have everyone understand we all need to know what decades of waste and pushing the problem down the road creates?,1,0
"fight the good fight rand, we are with you.",1,1
please thoroughly vet his appointees and vote no to those that are as incredibly unqualified as betsy devos.,1,0
"thanks marsha, just think of the millions of little lifes you will be saving.",1,0
obama is going for broke.,1,0
impeach this imposter for treasonous actions!,1,1
it means we the people are taking our country back.,1,1
it appears senator hagan is more of a patriot than you are appearing to be.,1,1
we agree on this sir,1,0
voted to ok obama's illegal immigration executive order.,1,0
i pray that you will vote against any gun control bill that comes up!!,1,1
you should have let us go over the fiscal cliff... obama was right in that you blinked 1st...,1,0
thanks for defunding obamacare.,1,1
"this whole 1100 page bill talks about legalizing the 20 million foreign illegal aliens and how they can bring additional 100 million more illegal aliens, their entire family members once they are granted amnesty.",1,1
while i appreciate your effort when are the true conservatives going to show up in congress and stand agains this treason?,1,1
keep going rubio!,1,1
"i think libertarians, constitutional conservatives, ron paul republicans, or whatever label we each choose for ourselves, should be very careful when aligning ourselves with these movements.",1,1
best of luck tom!,1,0
"and that money is pushing america to a socialist system and probably into another revolution.... the only reform we need in america today, is accountability of the leaders.",1,1
once again mike chooses party over wyoming citizens!,1,1
sounds like some so-called conservatives aren't republicans.,1,1
rubio has always been a large disappoint to floridian.,1,1
"but most of all, shame on the american people for so ignoring the value of their liberty that things have been permitted to get to this point.",1,0
good luck getting his resignation.,1,1
we need more like you to save our liberties,1,0
marc you're awesome but governor christie has my vote for president in 2016,1,1
"if you have a better idea, mr. moran, why has no one even nominated you for the nobel peace prize?",1,1
simplify the tax code.,1,0
happy happy flag day everyone n long may she wave amen,1,0
"so far, no one in congress has stood up and said impeachment.",1,0
marco just get back up and get back in the race.,1,1
"a lot of the media are kind of dissing him for what he said in response to obama's bright idea about moving the borders back, but i like his tough stance.",1,1
trey is a traitor too!,1,1
suck it mitch.,1,1
"@ cari, it is not a payroll tax increase.",1,0
you all know by now that obama wants to break this country.,1,0
you are what oklahoma and america needs!,1,1
"however, your decision to back devos is contrary to my prior statement.",1,1
don't you think you should have stood up months ago???,1,1
"! somebody in washington needs to help.... but, i don't think they are listening to the cry of the american people.....",1,0
praying for all the craziness to be over soon.,1,0
"we the people elected this divided congress, however we expected compromise and an active congress, not gridlock!!!!",1,0
there's no way we are voting for socialism in this house.,1,1
"mitt romney lost the election big, the senate wasn't picked up by the gop, your control of the house is slipping... the party has to change.",1,1
"minimum wage, income and payroll taxes, healthcare, regulations, and government spending drive up the cost of us labor, the products they make, and the services they deliver.",1,1
"we can't have another race with idiots talking about rape being god's will, abortion is never acceptable, or even saying that getting a government check makes you a free loader.",1,1
obamacare is destroying america!,1,1
we are certain when beal's activities become publically scrutinized it will be discovered that thousands of homeowners have lost their properties to andy beal's fraudulent debt collection and foreclosure scheme; and that our government and hard working americans have been cheated out of millions of dollars in taxes.,1,1
"you think the national debt is # 1, won't even be close if we don't deal with this issue.",1,1
giving money to any country is hurting the u.s. we do not have the money to give.,1,1
then proceed with the legislative process to change or repeal obamacare.,1,1
"don't all spending bills originate in the house of representatives, as per the constitution?",1,0
he should have been impeached long ago for refusing to uphold the oath of the office of president of the united states!,1,1
agreed jerry!,1,0
"if that rino speaker of the house lacks the courage to act, then get rid of him.",1,1
"), send these illegal aliens back to their homeland (we have also granted amnesty before with the promise it was a one time deal) and get rid of the natural born citizen clause... problem solved once and for all!!",1,1
"as far as congressman mchenry is concerned, the hundreds of thousands of americans that his party's fiscal policies are putting out of work can go take a hike.",1,0
keep going rand you represent we the people!,1,1
praying now in thanksgiving!,1,0
"if you and the other d.c. gop don't do something immediately to stop this atrocity, instead of giving the american people lip service, i predict the gop majorities in the u.s. house and senate to be short-lived.",1,1
you go james,1,0
it will be interesting to hear what he has to say tonight and then watch his actions.,1,0
why else would they stand behind a socialist thug who runs the country like a mafia?,1,1
"congressman, please perform your constitutional duty and honestly partake in the supreme court selection procedure.",1,0
demand holders resignation,1,1
"would you work at repealing obamacare and then support and work with paul ryan's much more fiscally sound ""roadmap for america's future"" instead?",1,1
"you support the old ""business as usual"" way of doing things that is killing the conservative way of thinking.",1,1
"mr graham, many many that i speak to seem to think, you have forgotten benghazi.",1,1
i love you marco rubio!,1,1
ashley glenn is an idiot in my humble opinion.,1,0
put this non american out of our home.,1,1
"if it means veterans do not get top notch care, i don't care about a balanced budget.",1,0
we love you mia from wisconsin you keep fightin the good fight!,1,0
james fully understands sharia law and islam.,1,1
the only flaw is that obamacare has not gone far enough to change the healthcare system in america.,1,0
it's time to cut spending.and to quit wasting time trying to destroy the second amendment and focus on the economy,1,1
stand strong 11.2 million illegals and americans don't have jobs.,1,1
keep up the amazing work my fellow patriot!,1,1
we need to start impeachment procedures!,1,1
"we are a clear no on this subject, sir.",1,0
i wish the republicans would get a backbone and stand up to these people... that is exactly why we lost the election.. all i can say is we better get on our knees and pay to god that he will get us out of this situation.,1,0
"kick their buttocks, james!",1,1
"well said mia... but on another note, why would a couple that only makes $500 a month have another kid?",1,0
do not close guantanamo,1,1
i am now a rand paul fan!!!,1,1
"im interested into knowing why hillary, comey and lorretta are not charged with treason and intent to cover up?",1,1
you are completely delusional what have u & gop done for us nothing pay back taxpayers the 24 bil you cost us shutting down gov,1,1
i was shocked to see you were not on the list of supporters of a no vote on cloture.,1,0
get rid of the rinos.,1,1
"class rand paul, pure class sir!",1,1
"personally, i feel that obama wants the u.s. to go over the cliff.",1,0
"rip, mrs. reagan.",1,1
"mcain is has got to go, he is a rino.",1,1
i guess its time you started doing the job we sent you to washington to do stop obama!!!,1,1
"thanks for letting us know about it, rand!",1,0
i disagree with you and will vote against you if you attempt to repeal this law.,1,1
vote no to betsy devos or i will vote no to you!,1,1
a branch of his government did.,1,1
adios johnny.,1,1
you let him do anything he wants and you do nothing to stop him.,1,1
turn off fox news and rush limbaugh.,1,1
"senator portman, i listened to ms. devos entire hearing.",1,0
i would say that he has not heard one thing the american people have been trying to tell him.,1,0
republican party is going the way of the whig party... extinct.,1,1
are you now a patriot or a politician?,1,0
you'll be fantastic mia!,1,0
"we need to eliminate the tax code all together, abolish the income tax, dissolve the irs, and have a 12% or so flat tax on all goods and services, and let state and federal governments fight over what part of the 12% pie they get.",1,1
surely not obama!,1,0
it seems like obama is trying to stick to some sort of timetable for this mideast war.,1,0
i will no longer ever support them again.,1,0
"yes, ted, it is a sign of leadership failure.",1,1
just as long as obamacare gets defunded.,1,1
"if you cave on amensty, you need to be recalled, repealed and kicked out",1,1
we need to our borders!,1,1
i pray this will finally lead to someone doing something to stop our country from becoming a communist country with a dictator,1,1
"we have no heros like you, ben carson and alan west.",1,1
"the supreme court considered this a tax, if you don't have the health insurance at the end of the year, you will be taxed on your income - if you have no income, no tax.",1,0
have you stopped listening to your constituents?,1,0
your stand is a return to traditional republican values of constitutional and limited government.,1,1
shame on the elite republican establishment.,1,1
just like senator ted cruz called it.... no backbone,1,1
rand needs to stay where he is and find a way to bring the republicans into the light.,1,0
obama and his government cronies are so hypocritical and pathetic.,1,0
"stand with ted cruz, call your senators and tell them we cannot afford obama care, we will not set back and watch america turn into a socialist country, we will not lay down and become the victims of a ruthless dictator!",1,1
trey your such a disappointment 👎 🏼 😡 😝 👎 🏼,1,0
"nowhere in the constitution is religion mentioned, except in * * * exclusionary * * * terms.",1,1
raising the debt ceiling is not the answer.,1,0
all of the government are taking different insurance policies and not taking obamacare.,1,0
please listen to your constituents and vote no on betsy devos.,1,0
we need to impeach him,1,1
"defund obamacare, 28th amendment!",1,1
i love our flag and every time i say pledge to the flag i think of those who gave their lives to protect it!!!,1,0
defund epa and be rid of them.,1,1
you are wrong applies to bob goodlatte who promised to protect medicare when he first ran for office.,1,1
glad he vetoed the project!,1,1
and our constitution will be enforced.,1,1
do us all a favor... quit politics and join the world poker tour.,1,1
your a traitor bruce.,1,1
christie is always fun to watch and says it like it is.,1,1
mia please keep trey close and glean from him and you will soar.,1,0
no syrian refugees allowed in oklahoma.,1,1
very christian behavior!,1,1
"that is when it changed from doing the will of the people to money grubbing, benefit sucking, power mongers instead of patriotic americans protecting and preserving the constitution.",1,1
conservatives are not like liberals.,1,1
the next step is get rid of eric holder and issue obama impeachment papers.,1,1
"wish you could do something about ryan, mccain and graham.",1,1
come out loudly in favor of the fair tax.,1,1
"ron paul, ron paul, ron paul!",1,1
explain to us how we as a nation can recover from the total ignorance and ineptness of this fraud president and the liberal party that helped him bankrupt this nation to the tune of $16 trillion bucks.,1,1
keep up the good work senator paul!,1,1
"fast and furious, the irs, libya murders, aca, the president lying to the american people, it all has happened in a relatively short period of time.",1,0
deny devos and support pro choice,1,0
he is leaving office now?,1,0
"isis savages have massacred over 11,000 innocent children since 2011. the kurdish people have been our allies and most are christians who will stand up to isis.",1,0
please listen to steve king and michele bachmann and on the next cr give the 105 billion back that the left shoved in the 2900 page bill.,1,1
"he has a habit of signing legislation he doesn't read... ndaa, obamacare.",1,1
the manchild emperor has no clothes!,1,1
planned parenthood should not only be defended but those in charge of farming and selling body parts should never see outside a prison ever again.,1,1
"and 2,500 guns are in mexico because of eric holder and the us gov't, 20 f-16's are heading to a muslim jew hating president in egypt because of the us gov't, which apparently is their job, to be idiots.",1,1
"i would like to also know what your views are on the way your's and you colleagues along with senators, stand on how your insurance is still different from the american people.",1,0
been watching gowdy ownage videos all day... trey is that dude lol,1,1
i know obama is playing god right now with this fiscal cliff thing.,1,0
"people, please read the 1st amendment of the us constitution!",1,0
it's ok marco we will get them next time you show great leadership by shouldering the blame.,1,1
cutting government spending in a recession would dry up the little money coming into the economy.,1,0
don't waste an opportunity like this to defund obamacar,1,1
"seems obama does whatever he wants, and we learn about it later!",1,0
"when obama closed the border to the terrorists from iraq that killed our troops, he did it after funerals.",1,0
send all illegals home and close the border.,1,1
i personally like mitch.,1,1
what we need is a new presedent not a dictator,1,1
i'll stick with the gov.,1,0
impeachment talk needs to be addressed as he said his self lets make history well he made it lets make him be part of more history,1,0
bunch of spineless politicians!,1,1
vote no on cloture or you will be kicked out at the polls in disgrace.,1,1
my vote will most definitely have to be earned sir.,1,1
"call your senator, send him / her an email, comment on their and your facebook pages, and use twitter to politely, but firmly request that they sign the pledge by mike lee and ted cruz.",1,1
mccain you low life bottom feeding traitorous scumbag you gotta go!,1,1
we get that you guys are outraged but we voted to have you stop him!!!,1,1
watch his youtube video at the 1988 republican convention and his youtube video of his 1988 interview with oprah.,1,1
"very disappointed in you, congressman king.",1,1
it sure doesn't sound like small government to me!,1,1
"you could have had garland, someone with better qualifications than the current nominee.",1,0
obama is power hungry!!,1,0
"the gig is up mr ryan, washington as a whole has made it clear that laws are for us peasants.no one in washington is going to do anything about the corruption, selling us out for your globalization, and getting rich off the billions spent by special interests.",1,1
cannot wait until we have conservative opponents for our two senate seats.,1,1
you have now voted for the continuing destruction of our constitution.,1,1
a little late for you to be speaking out now.,1,1
"however, what is good according to the conservative platform is any corporation spending billions of dollars lobbying congress for ""free market"" tax benefits so that they can create jobs... in china!",1,1
if obama care is good enough for us why isn't it for all those in washington?,1,0
"if we keep giving in to this pouting child, he will continue to get whatever he wants.",1,1
"aw shucks, the only way to get rid of obamacare is http: / / presidentbyamendment.com",1,1
this passed immigration bill is worse than we all thought.. http: / / www.breitbart.com / big-government / 2013 / 06 / 26 / enforcement-holiday-immigration-bill-allows-criminal-illegals-2-5-years-of-safe-harbor [[share]],1,1
the republican voters have spoken and whether you like it or not they voted for donald trump.,1,1
reagan did not trade arms to terrorists.,1,1
"cutting spending is a good idea, i agree the military budget and the military contractors are killing this country.",1,0
"if mrs. devos is confirmed, i truly believe i will have no other option but to homeschool.",1,0
i agree with rand,1,1
give it back to the good people of kentucky instead.,1,1
stand up to him and do not let him get away with it.,1,1
"as for obamacare, you lost and your party is on the wrong side of history.",1,1
the voice of reason but watch obama start a war to save face.,1,0
bo they're stuck on cnn and msnbc,1,0
and now suddenly they want to cut back spending to a conservative state?,1,1
how many more treasonous things must this administration do anyway?,1,1
jamie foxx called obama 'our lord and savior'.,1,0
legal immigration needs to be frozen for the time being until we get this mess cleaned up.,1,1
i have a suggestion for the government..... what if we gave welfare workers a bonus letting them share a percentage from the money that would be left over at the end of the year due to less benefits given to..... the government dependents..,1,0
"you're getting support from the folks that the rhino republicans have discarded, but needed their votes.",1,1
"the difference between liberals and conservatives: the former sees government waste and proposes solutions to fix it, while the latter sees government waste and wants to throw the baby out with the bathwater.",1,0
even the majority of legal hispanics in our country don't believe in the immigration bill.,1,1
we can not continue to let this administration rule our republic as if it was the fatherland.,1,1
trent franks wants to let israel take any piece of palestinian land they want.,1,1
"bruce, great idea about demanding accountability.",1,0
"and this is why you have no business in congress, sir.",1,1
"the tea party lose another round ""and that's just the way it is"" ps- ted how long before you are hired as a fox news commentator but wait you may be too nuts for even them.",1,1
betsy devos is unqualified and lacks the experience and knowledge necessary for this position.,1,1
"and no medical care, food stamps, or any kind of government aid should go to illegals.",1,1
"that does't leave many to run the government.then start over w / term limits, & impeachment 4 b.h.obama.",1,1
please stop lying to the american people about benghazi,1,1
never should have agreed to fund it in the first place!,1,1
yea i see every one asking for donations to repeel obama care but i don't see any results i am beginning to think that the whole government is just playing games to get even more of our money,1,0
"we've been waiting, congressman mcclintock.",1,1
do away with obamacare.,1,1
you have long outlived your usefulness in d.c.,1,1
if clinton wins texas it's over for the gop.,1,0
cain is running a nasty campaign bought and paid for by those shadowy california backers.,1,1
listen to you on c span about the fiscal cliff.,1,0
twenty four years infantry veteran from south carolina thanks for all you do.,1,0
we are running you out of texas on a rail.,1,1
... hillary clinton.... has no charges against her.... there were countless attacks on our foreign embassies during the george w. bush administration..... sec of state colin powell did not take any direct calls concerning these attacks....,1,0
johnny its best of you stop talking.,1,1
castro was a terrorist!,1,1
it is called the oduma administration and we can't depend on the government to even agree on a budget!,1,1
senator thune said it all.,1,1
something drastic needs to be done to stop him.,1,1
continue to speak the truth mia!,1,0
i agree except you are saying it is ok to sell out our national interest mr. mcclintock.,1,1
they should have let it go in the first place.,1,0
rubio rocks -- you know you're epic when you can troll the liberals with a water bottle.,1,1
they will not stop until they are stopped and defeated.,1,1
if you vote for cloture you are really voting for obamacare.,1,0
"yeah john, read it aloud to the president and explain it all.",1,0
thanks james and god's continued protection in your fight.,1,0
you have to prepare yourself for the poo-slinging monkeys like christie and bush!,1,1
just another cave in,1,1
"campaign contribution $7,950 pat roberts republican, kansas n.r.a.",1,1
mr. rubio you are just great!,1,1
irs knows nothing about healthcare.,1,1
you need to resign immediately you are not fit to serve in any state period.,1,1
obama is up to his neck in this as usual,1,0
congressman please stop lying for this man.,1,1
"seriously john, you voted to fund the aca and now you are heading to hollywood?",1,0
there's a picture of obama and pelosi with another democrat on the left but guess who's on the right... john boehner.,1,0
you should have impeached him years ago.,1,1
devos is a bad idea.,1,1
whats the point of having secure borders if we're just going to fly them in by the plane load.,1,1
we will be watching and praying.,1,0
please vote no on dream act senator isakson it'll be on tomorrow to vote.,1,1
you're awesome john mccain.,1,1
we'll start on va hospitals and military hospitals.,1,1
i like trey always serious and right to the point.,1,1
"forget democrat or republican, think like an american and do what is best for the american people.",1,0
obama has no understanding about our state and little understanding about coal.,1,1
"mr. king began his career as a high school social studies teacher,",1,0
but i do mind if they pulled strings to get bob off the air just before the primaries because of his endorsement of their opponent!,1,0
probably a little too late!,1,1
it was senator mccain who threw us under the bus.,1,1
he needs to be replaced by somebody who actually listens to the constituents of his district.,1,0
"jaime and daniel, praying for you and your family and wishing you lots of love.",1,0
god bless the koch brothers.,1,1
impeach him fast,1,1
fire up old mitch mcconnell.,1,1
