text,true_label,predicted_label
"used to live in wa state and voted for patty while there, i really want her to win again this year!",0,0
congresswoman ، please vote no on striking syria.,0,0
"we are relying on you, and other members of the senate and the house, to do more than just vote against cabinet picks.",0,0
i love you ms harris.,0,0
tara jackson,0,0
madame president 2016!,0,1
you continue to make me proud that you got my vote.,0,1
"hey franken sounds like your pissing people off pull your head out of obamas ass and do the right thing, for which you where put in office for.... for the people of minnesota.",0,0
"elizabeth, are you calling the people you disagree with terrorists?",0,0
you're more frightening than donald trump any day.,0,1
cory for president 2024,0,0
great job frank!,0,1
sinema this year is one of a few dems i ignored on the ballot.,0,0
khalid samad is a community activist as you know and has servered our people and practicing prevention of gangs and keep our community safe.,0,0
mike lapointe for congress,0,1
after only two weeks i was fired because one of the uo staff know about me working at women studies!,0,0
how can you dare invoke local foods when you voted against the bernnie sanders gmo llabeling bill,0,0
you only know pandering fear mongering and hate.,0,1
i am so proud to have you represent me.,0,0
i kind of think both parties are scared shitless over a possible trump presidency.,0,1
"dear ms. harris as a student of heald college in honolulu, hawaii, i would like to say how disappointed i am that you have single-handedly prevented the purchase of heald college.",0,0
"al, i support most of your issues.",0,0
thanks for your contributions on this important bill.,0,0
get s grip chuck,0,1
speak up ❤ ️,0,0
why not admit to the rest of the world that you and richard durbin are increasing the number of h-1b visas in spite of overwhelming evidence of abuse of that work visa?,0,1
"get lost cory, you blew it.",0,1
"so yes, let's share the sacrifice chuck, let's make it ""fair"".",0,0
unlike with trump's cabinet picks?,0,1
bottled water is a temporary fix at best.,0,0
thank you for representing montana!,0,0
"frank, you're an idiot.",0,1
are you going to take a stand on this muslim ban or continue to stand for big pharma and vote for people like mike pompeo?,0,1
thank you for supporting health care reform and efca!,0,0
i'm glad the asian carp trumps our nations 16 trillion in debt.,0,1
"al, now work on making insurance affordable to families on employer plans.",0,0
actual progressives celebrate progress and build on it.,0,0
being a senator is a privilege that needs to be respected and you voted yes?,0,0
love warren.... not so much for hillary,0,0
let's make this a populist grassroots vote and not leave it to the legislatures who benefit from these supreme court rulings!,0,0
give your seat to an honest progressive.,0,0
also i have not seen the kkk celebrating.,0,1
thank u for all u do & the way u do it amy!,0,0
"excuse me liz, ah..... if you haven't noticed, the country is going broke!",0,1
"i hope that the dnc embraces the younger voices, like yours, as we need fresh blood, and these issues that hurt the middle class, the working class, and the foundation of our country, are quickly addressed by the dnc leadership and at all levels of government.",0,0
thanks kamala,0,0
now it's time to give joe walsh his walking papers.,0,1
i was even happier when you became a senator!,0,0
thank you elizabeth for continuing to be our voice,0,0
"you have pointed out in an interview that hillary has yielded to corporate pressure, even when knowing the negative consequences on the american people.",0,0
"dear congressman sherman, thank you a million for co-sponsoring house res.",0,0
"if patty murray and maria cantwell and a few other democrats had voted for this, it would have passed.",0,0
sherrod really..... what a bland post.... we make ohio a better place and we lose the state to sexual predator???,0,0
congratulations senator brian schatz.,0,0
"honesty is incompatible with the way freedomworks, americans for prosperity and the koch brothers (and other billionaires funding right wing populist stooges) operate.",0,0
"jon tester is a highly ethical montana rancher, val, who works hard for the veterans, farmers and all montana and yes, val, he has a honest and ethical nature jusy like all montanans.",0,0
when will you answer the question of why you voted no for the importing medicine from canada bill?,0,1
like any one of these gun nuts voted for al.,0,1
"yell all the hatred and anger you want but hilary, bill, and barack are in town now!",0,0
politicians like al franken and obama opened the doors for those like donald j. trump.,0,0
don't let him take away women's rights or lgbtq rights.,0,0
"then, the rsc sends a request for assurance of placement to the united states, and the refugee processing center (rpc) works with private voluntary agencies (volag) to determine where the refugee will live.",0,0
disappointed in you senator booker.,0,0
"thank you for attending the inauguration and representing all of the people in your district, not just the ones that vote the same way you do.",0,0
we need our minnesota senators to put the environment and climate change high on the list of things to work for.,0,0
"if this is the case, then why did you vote bernie's plan down?!?",0,0
"but rep. pallone did vote ""aye"" for h.r.",0,0
we do all the leg work for the patient and the doctor.we also keep up when its time to order and we reorder meds for clients.we do charge a fee.99.00 .for3 months.,0,0
"that sounds good amy, but maybe if we worked on lowering the price of gas and i'm not talking ethonal, people would drive more and then they would check out the ""land of 10,000 power poles""",0,0
thank you so much for coming out in support of bernie sanders!!,0,0
trump says so many hateful things then denys any responsibility.,0,1
"don't hold back elizabeth, go for the gonads.",0,1
"conspiracy theory: sanders knew his bill would fail, but his strategy was three-fold.",0,0
"is big pharma selling substandard, unsafe drugs to canada? your ""safety"" argument is not fooling anyone.",0,1
"i'd stand with john lewis any day, and i will not normalize trumps hateful behavior.",0,0
"thank you, for my immigrant grandparents!",0,0
"although in nj now, we support you and your mission to actually keep america great!",0,1
"trump, clinton, and sanders.",0,1
"the emails were especially embarrassing to dnc chair debbie wasserman schultz, a close hillary supporter.",0,0
you and al franken earn every penny you make.,0,0
image & substance... vote for tulsi!,0,0
hear hear kamala,0,0
thank you senator merkley for your unwavering support.,0,0
"ideally, we have a legal way to remove him, either by electoral college vote, conviction of federal crimes, or just plain mental unfitness (which is surely true - tho he may look sane, so did hitler, in public anyway).",0,1
# notmypresident # notmypotus # nottrump # nebuchadnezzer # daniel4,0,0
"trump is not a racist, sexist or xenophobe.",0,1
"cory booker, regarding your vote against bernie's legislation to import prescriptions from canada, you are losing a lot of support from the people that elected you to represent them.",0,0
this is everyone's hope elizabeth.,0,0
"wow, nancy has a breakdown.",0,0
"elizabeth warren, why have you not backed hillary?",0,0
elizabeth warren will be the next senator and rightfully so!,0,0
u.s. senator elizabeth warren we the people look to you to lead us in the battle against fascism.,0,0
you have a lot of explaining to do voting against reducing prescription drug costs?,0,1
he gets donations from big pharmaceutical companies!!!,0,1
i've known sherrod for a very long time and known him to be true to his word and one to sit down one on one with 'his people'.,0,0
thanks for representing us so well and sticking to your guns with bernie.,0,0
elizabeth warren: gun control now.,0,0
looks like the teabaggers still need one of the wonderful fleet products.,0,1
"don't kid yourself about hillary's popularity, the nevada caucuses were openly hostile between the two fractions and the sanders supporters are in no mood to put up with the indifference and disdain from the establishment anymore then the trump supports.",0,0
"cory booker, this appointment has made more negative news of fb than anything else i've read over the years.",0,0
"306-232 - 31 of the 50 states are ""red"" a few days ago, the ""libs"" wanted people to sign a petition to still make hiliary the president because of her 300,000 vote lead in the popular vote.",0,1
he is starting his run for 2020!,0,1
sorry drumpf supporters bernie wins in every poll http: / / sourceplanet.net / politics / bernie-beats-trump-in-every-poll /,0,0
"happy 2013, senator!",0,0
i like bernie sanders.,0,0
"please do not support any deal that endangers our social contract, senator gillibrand.",0,0
"i have attempted to call your office and leave a message, but your voicemail was full - hopefully with calls from other constituents who oppose pipa",0,0
and the democrats response is to try to shove a corrupt and incompetent old woman down our throats while freezing out a man of integrity like bernie.the dnc has done volumes to see trump is elected.were not electing hillary,0,1
"it's about time someone with a little class, lots of smarts, and no fear publicly and precisely describes the horror of a donald trump presidency, thank you senator warren.",0,0
you're just another big pharma whore!,0,1
the pharmaceutical & insurance cos. have been plundering us for years.,0,0
merry christmas rep. mark pocan and thank you for all you do.,0,0
we don't accept the greed and dishonesty that this mam stands for.,0,0
"they planned this, they wrote it, they are the only ones to benefit from it, and their lobby group funds the democratic party.",0,0
thank ms. tulsi for you services for both hawaii and for the us.,0,0
"happy that your still my congressman, love ya stephen lynch!!",0,0
"frank, you're lying.",0,1
"joe, it's both.",0,0
the bankruptcy court allowed trump to reorganize his corporate debts and allowed the casino to keep operating.,0,1
without the electoral college the country would be run by hollywood.,0,1
why did you vote against bernie sanders bill to import drugs from canada?,0,0
"""it's class warfare,"" they cry.",0,1
tbone wa people pay taxes too.,0,1
funny that you say all this but your support is still hidden mrs. warren.,0,0
"senator michael bennet, thank you for upholding this nation's immigrant legacy.",0,0
"joe, why don't you introduce a stand alone bill to allow medication imported from canada?",0,0
what makes you an expert or think a woman is going to be worse.,0,0
"hello amy, what are you doing to help middle income families who are buried in student loan debt?",0,0
you are an amazing hero!,0,0
thanks for caring about minnesotans and doing the job that you were elected to do! we appreciate yo amy!,0,0
you libtards crack me up.... remember how nice pelosi & the democratic controlled congress was to president bush.,0,1
"please i'm asking you this for the seek of our country and our democracy, i'm tired working and see how the are destroying our middle class!",0,0
women vs trump uniite,0,1
"the bill gives the fda little money but maybe the fda needs less funding after all they have their secret missions too, like keeping cannabis illegal.",0,1
so whom should we support as an alternative u.s. senator elizabeth warren?,0,0
"you may get your chance real soon, because...... the massive election fraud that has occurred throughout this campaign is being exposed right now as we speak..... bernie has already won the democratic nomination with the required 2383 pledged delegates; hillary has not.",0,1
"please keep fighting for our progressive values, all of them.",0,0
"please also work against devos, sessions, and bannon replacing qualified personnel on the security council!",0,0
"it's already been established that the guns were purchased legally, with background checks (and oregon already has that law).",0,1
"one question... if a church continues to teach (in accordance to its beliefs) that homosexuality is a sin, does this ruling now or eventually mean that such teaching is considered ""hate speech"" or a hate crime?",0,0
"what i see is those corporations making many senators and congressmen, both parties, millionaires with payoffs.",0,0
# wearenotgoingaway # stillberning # stillsanders,0,0
sinema is a phony.,0,1
"jezhhhh, amazes me to think that anyone can substantiate bad or evil behavior that way and that congress can change evil intent or mental illness in people.",0,0
"wise words, senator klobuchar!",0,0
the people voted you in not the 1% and corporate america.,0,0
i'm proud to have you represent me in washington!,0,0
this is an nj issue you moron,0,1
i wonder if ambassador stevens' surviving brother and two sisters feel the same as professor warren?,0,0
"this is my plea to you, that as you return to the senate let's start by changing the electoral college and make the vote count, popular vote!",0,0
you are truly an inspiration for all of us!,0,0
"when was the last time the democrats won the white vote in a presidential election... 1964.... so this is why they have to fabricate and keep racism & victimization alive.... have mass influxes of illegals, muslim refugees, non working immigrants and hb1 visas.",0,1
where is the violence against the lgbt taking place??,0,0
"chuck, you're a phony piece of shit.",0,1
"i think that i would like for you to run for president, if not this time, maybe 2020.",0,0
schumer for 2020.,0,0
you mister schumer are full of shit.,0,1
"thank you for sharing, and for your great service to the people of minnesota and our country.",0,0
"i do like elizabeth warren, however i do not like how she's resorted to name calling.",0,0
awesome amy,0,0
"congratulations, and thank you for all you do for all of us.",0,0
thx kirsten!,0,0
"this gmo labeling thing does not qualify you as a human being anymore, therefor, i'd appreciate if you stop talking about blessing, families and seasons, all these words sounds very wrong coming out of your mouth.",0,1
"in kigali, at monday's commemoration ceremony to mark the 20th anniversary of the genocide in rwanda, ban ki-moon said that ""our first duty must always be to protect people -- to protect human beings in need and distress … we are sure to face other grave challenges to our common values.",0,0
"you seem to be such a nice person earl, though i don't know you i always read what you post.",0,0
the differences between larsen and i will be even more telling by the time of the next primary and i will be on that ballot.,0,1
"if you sheeple out there think this man is helping you, wait till you are over 60 and you find out nothing will be done under certain circumstances because you are not worth it.. but yarmuth will always have congressional insurance.",0,1
sanders & warren 2016,0,0
"if you agree with what senator booker says, and if you are so inclined, you can contact your own senators.",0,0
you are suppose to be a congressman for the people of el paso tx not mexico or any other country.,0,1
i stand with you 100% in your condemnation of bannon's appointment.,0,0
"thank you for this post, elizabeth warren.",0,0
i understand we still need lifeaaving medications for some so i hope this can be worked out too.,0,0
all cabinet members ha to be approved by congress.,0,0
"(1 / 6) aloha cogresswoman hanabusa, i have 1 comment for you, & that is neither fact or fiction, i would have been surprised if it was ur 50th.",0,1
have a great new year senator.,0,0
"that's piss poor leadership, get your ass to that inauguration, so disappointed in you!",0,1
"common sense tammy, the bill had nothing to do with common sense.",0,0
"dear senator klobuchar, you are lowering your political standing by co-operating with a failed facist (obama) and a failed communist (castro)......... 444club, yogi.........",0,1
the dnc can no longer be trusted.,0,0
mr. booker you have lost my confidence and respect.,0,0
i'm glad you testified against sessions.why did you vote against the prescription drug bill?,0,0
you're going to talk about injustice and greed after voting against us having access to lower-cost prescription drugs?,0,1
i might have believed you if we were trying to import medications from a third world country.,0,1
i'm available to you too congresswoman.,0,0
thanks senator kaine.,0,0
"thank you, senator, for speaking out against the appointment of an alt right hatemonger.",0,0
we don't need a progressive agenda!,0,1
jonathan - better to ignore richie liar.,0,1
i've advocated this for years!,0,0
when she won the nomination she have made a bridge to the milenials and all democratic leaders should have apologized for what the dnc did instead of barely talking about it and took action to revamp it from the ground up.,0,0
"bullets bombs and rockets killed over 100,000. how is the gas worse?",0,0
aloha from massachusetts!,0,0
however it seems nris / pios are not with trump in usa but happy to support similar govt in india - why????,0,1
i'm done with neoliberals like you and cory booker.,0,0
"a step forward for all of mi and a wonderful bipartisan endeavor, may it be the first of many.",0,0
"pull up your big girl panties, patty!",0,1
i thank you for standing for women's rights.,0,0
now that sanders has won every county but one in our state i would hope that you will change your vote as a super delegate to sanders.,0,0
"i know, i know, we have many big pharma companies and headquarters in nj.",0,0
"senator murray, we are so happy you are in office and we always support you.",0,0
so some of you seem to be saying it is ok to pay starvation wages to people you do not deem educated enough.,0,0
cause i feel the bern!,0,0
"happy thanksgiving to you, connie and the family.",0,0
i'm very proud you're my senator.,0,0
"these are the global-profiteers like # hillaryclinton, who also advocate endless wars that profit the defense industry, support israeli settlement building, and protect global corporations that are exploiting low-wage workers all over the world!",0,1
"the rates would be locked in for that year's loan, but each year's loan could be more expensive than the last.",0,0
"several new senators, including elizabeth warren, have vowed to change the current filibuster rules--has to be done on their first day of business in the new year.",0,0
thank you for your excellent work and dedicated service.,0,0
"hey gillibrand, what plan did you and the rest of the dem-o-trash come up with?",0,1
happy celebration of love day to you too.,0,0
democrats are the party of murder [abortion] and perversion [lgbt rights].,0,1
"thank you for sharing your reflections, lloyd.",0,0
oppose everything this insane nazi clown says and does.,0,1
thank you senator gillibrand for taking a stand for what is right and just for all students!,0,0
thank you so much for standing up against most of trump's dangerous nominees.,0,1
"not in love with publicity but in love with humanity ""mlk jr.",0,0
"oh yes student loans... more so the loan fraud perpetrated by companies that prey on people who are trying to better themselves by getting an education who then study the material they are given, putting in countless hours away from family and life.",0,0
support common sense gun violence legislation.,0,0
"yeah, yeah, trump is all that and in the same breath you exault a criminal like clinton.",0,1
"do the right thing, rick.",0,1
can you talk to wyden.,0,0
rep eshoo- would you kindly explain in what way your oath requires you to attend.,0,1
you should have endorsed bernie sanders instead of hillary clinton.,0,0
this bill helps women after they nave been a victim of a violent crime.... don't take away our right to bear arms.... we women should be able to defend ourselves so we never become victims.,0,1
"i think liz, should be quiet and go visit emeri king, and make him a sandwich.",0,1
i am voting for warren.,0,0
"as an elected official it is your duty to represent the people's choice, and they have backed bernie by a huge margin.",0,0
"amy, please vote no on the farm bill with its ""riders"" that eliminate gmo crop safeguards.",0,0
"turn up the heat, warren, and feel the bern",0,0
"you are the best elizabeth, my goodness, you have guts, do not back down, run elizabeth run.. and you will win",0,0
"go, patty!",0,1
"we have friends who take pet medications for basic ailments (like antibiotics, which are essentially the same as human medications) because they can't afford the insurance premiums and copays of our healthcare system.",0,0
come to the sen. wyden town hall!,0,0
thank you elizabeth for continuing your legacy to speak for those who feel they have no voice.,0,0
so grateful you are out senator!,0,0
pretending to be a senator for every person while lining your pockets with pharmaceutical company money.,0,1
that is unless you are you already fear the truth and then yes the bern might be a little scary.,0,0
"thank you, as always, for being clear and level headed!",0,0
to discuss important health care / mental health issues as she is works in the mental health field.,0,0
glad to have two senators from minnesota who care about our people and the future of this country.,0,0
"the posts here are meant to evicerate elizabeth warren., this is what they have done to hillary and every single human who differs with them.",0,0
right on elizabeth warren,0,0
"ignorant, stupid white males.",0,1
is it possible to love you more keith ellison?,0,0
i am a democratic county chair and you were my choice for hillary's running mate.,0,0
fake news.... dnc you have a chance to be back in 4 years... show some dignity please until then.,0,0
klobuchar in '16,0,0
"there is no virtue in silence, you are right about that!",0,0
thank you for your efforts rick.,0,0
are you for new jersey or for your political party?,0,0
that same train went through minnesota.,0,0
"thank you, rep. betty mccollum for standing up for this despicable and coward act!",0,0
thank you senator richard blumenthal for being in the right side of history.,0,0
what can congress do to stop this fascist regime taking over our democracy?,0,0
this is why i like mr. franken.,0,0
"the state of colorado voted for bernie sanders, align your superdelegate vote with the people!!",0,0
please go donate blood for the victims and others in need and encourage others to do so also.,0,0
i love you elizabeth but that post is poor grammar,0,0
congratulations again to both of these fantastic representatives of the will of the people of maryland!,0,0
"initially, the anger and rage in these people were displayed in violence.",0,0
largest single contributor to democrat campaigns... $74 million.,0,0
amy next issue: military sexual trauma.,0,0
"you backed the wrong candidate, al.",0,1
proud to have you as the dem challenger.,0,0
tim kaine is a rare hillary supporter who is not blaming any one else for their loss.,0,0
why do the same people continue to show up here and complain when they this woman is a democrat?,0,0
may the goddess bless congresswoman sinema!!,0,0
the hobby lobby family isn't catholic.,0,1
you obviously don't care enough for the people in nh to give trump a chance to make things better.,0,1
my understanding is that it was suggested that they treat the water to prevent the pipes from corroding but snyder rejected that because they didn't want to pay for it.,0,0
please work for gun control!,0,0
i'm proud you are there acting as a voice for us in delaware.,0,0
"i get the piracy part, but isn't the affects could be tremendous.",0,0
"thank you from rochester ny, we're counting on you ❤",0,0
made me cry kirsten!,0,0
"the following bills are bills that have passed which she was a sponsor or instrumental in: s509: authorizing a medical facility for veterans, nov. 11,09, s1237, a bill helping homeless veterans.",0,0
"2020, this is a great message us all.",0,0
and i believe the best way to do that is to become the running mate to bernie sanders.,0,0
i hope you are ashamed of yourself patty!,0,1
"we progressives don't much like class warfare, either, though we have a different name for it: supply-side economics.",0,0
elizabeth warren is the biggest hypocrite just like all her democrat cronies.,0,0
while a robust mental health care system is critical; to focus exclusively on this is a red herring with deadly consequences.,0,0
"amy, we are proud to have you for our minnesota semator.",0,0
i can see why you like congresswoman suzan delbene.,0,0
i had just graduated from college and was a first year teacher.,0,0
well said kirsten gillibrand.,0,0
yea international (and all) adoption!,0,0
"and your tears the other day, were tears of a clown..........",0,0
you voted for the largest transfer of money from the middle class to the wealthy wall street gentleman.,0,1
unless you change your vote to support the people of mn then you are no longer wanted.,0,1
john lewis is the one who picked this fight.,0,0
"the racism, sexism and xenophobia has been born and nurtured by the liberals.",0,1
we are counting on you representative booker.,0,0
puck has sprinkled fairy dust on the heads of trump supporters while they slept.,0,1
frank is a far left loon and should be voted out of office asap!!!,0,0
this will be a long and tedious battle with trump and please let us know how each of us can help.,0,1
um can i come work for you on your 2020 presidential campaign?,0,0
such a remarkable woman.,0,0
"kdh, good luck if i still lived in sf i'd give you my vote.",0,0
"hey elizabeth, help bernie out and give your support to him and do it now.",0,0
"heck, the nra was at the forefront of common-sense gun regulations up until the 60s when the black panthers started making noise about arming people of color.",0,1
"there's no safety issues -- it's the same meds and we don't see masses of canadians falling sick from them, bitch.",0,1
"wyden, firearms are only one part of the problem.",0,0
"thank you, thank you, thank you, senator warren, for your stance and efforts for gun control.",0,0
"al, aren't you tired of posting that same note about ""thoughts and prayers""?",0,0
this leaves us with a choice between the 40 year habitual criminal hillary and the narcissistic misogynist trump 🙄,0,1
equality prevails in minnesota!,0,0
i love his woman.,0,0
"considering that sanders beats trump in battleground states and hillary is within the margin of error, sanders is the real hope to keep trump out of the oval office.",0,0
thank you amy for trying to protect our elderly.,0,0
stand up for us amy!!!,0,0
and to you too congressman chris van hollen!,0,0
please represent your constituents further by switching your superdelegate vote to bernie sanders.,0,0
i wish senator warren would endorse bernie sanders.,0,0
canada does have safety standards and they don't have millions of people dying from their prescription drugs.,0,0
"these senators have threatened women's reproductive health, have forced compromise over substance, and undermined the direction and mandate of the party as a whole!",0,0
she is the best!,0,0
kudos senator!,0,1
matt taibbi is one of the most provocative voices out there for social injustice.,0,0
we want changwe jeanne.,0,0
please refuse to conduct senate business until the ban is overturned and bannon is out.,0,1
ms debbie stabenow you voted in support of cutting my pension.,0,0
schumer is very friendly with both clinton and bernie - so the dnc sent schumer to tell bernie that if he did not endorse her prior to the convention.... that the democrats would remove him from the seven congressional committees of which he is currently a member.,0,0
"we agree, endorse bernie.",0,0
democracy is the victim.,0,0
"you're next, amy!",0,1
stay diligent kirsten gillibrand!,0,0
interesting that the party of family values and pro-life movements won't take basic measures to save the most lives # feelthebern # endcitizensunited,0,0
as i read through the postings here it's really sad just how little some people have become in their disdain towards senator warren because she endorsed hillary clinton.,0,0
"thanks for your active and unwavering support, amy.",0,0
thank you keith ellison for speaking out about this acceptance of bigotry against muslims in the republican party.,0,0
so sad that we still have to deal with this type of hatred in the 21st century.,0,0
it's revelations and trump is the antichrist.,0,1
sure wish there were such big tears for the tens of thousands of babies murdered from their mothers womb.,0,1
"mr. franken, check around, other countries in similar situations, with systems that used to be democratic and ended with a bad leader.",0,0
"you make me proud to be oregonian, and a bit less terrified in some really scary times.",0,0
larsen you should not support coal export policy of the 1920s... report makes it clear that blm is failing u.s. taxpayers on a colossal scale.,0,0
and you think hilary if a better choice?,0,0
belated happy birthday!,0,0
the democrats are making death threats and you are boycotting?,0,0
feeling more hopeful during these scary times with reliable officials like you!,0,0
senator klobuchar: please consider this new democratic middle class tax fairness strategy!,0,0
919 referred to the committee on finance please make sure virginia keeps the ban on uranium mining.,0,0
i am proud to be a democrat and i thank you for standing up for what is right and standing up for the children in sandy hook the teachers and principle in sandy hook the victims in san bernardino the 49 victims in orlando.,0,0
good deal senator joe donnelly.,0,0
nor middle class!,0,1
great birthday gift for ar!,0,0
rockford files was awesome rip,0,0
thank you sen durbin - god bless you and your family.,0,0
one point: hatred.,0,1
"i, as a proud american, stand with the people, all the people, and will come to answer the call, restoring common sense, decency, fairness and equal justice for all and not for the selfish few.",0,0
"and to you and yours, debbie.",0,0
i am appalled by trump's latest move.,0,1
"joseph - you think the democratic party ""ran [lbj] out of politics"" because he steered civil rights legislation through congress?",0,0
"i live in oak creek, wisconsin just down the block from site of the mass shooting at the sikh temple of wisconsin.",0,0
i'm a chronic pain suffer who takes prescription pain medication every day.,0,0
"sal, al franken, while a great freshman senator, is not my senator.",0,0
witchy warren & crooked hiliary!,0,1
"ron, you need to clearly state that you will not support tpp or fast track to it - no one wants this - no one - find us just one person who is - just one and have them post here why.",0,1
they target schools because there's no resistance.,0,1
we now know where the chuck schulmer family got their acting skills from their father chuck schulmer.,0,1
"i am a trump supporter, but this lady and the environmental choice have to be turned down.",0,1
"congratulations on your efforts.. as a small business owner, i appreciate your commitment to the community.",0,0
"senator wyden, i am wondering if it is legal to sign a non disclosure agreement with a group of people who are not yet government employees.",0,0
"aloha congresswoman gabbard.... hauʻoli lā hoʻomakikaʻi..... cyrus clarke, maui constituent",0,0
doing everything in your power to keep trump out of office means throwing your support behind bernie sanders where it belongs!,0,0
thank you so much for your efforts here!!!,0,0
thank you amy klobuchar for keeping this issue updated.,0,0
"and fake liberals are big government, appeased by democrats and republicans alike.",0,0
"this house is voting for you, mr. brown / vandalia",0,1
"trump seemed a bit inevitable, sen. elizabeth warren, but on the other side of the aisle, why did you never bolster your policy twin, bernie?",0,1
get your women together because i know you alone can stop this creeping fascism.,0,1
"thank you senator gillibrand, and happy new years to you and your family ass well.",0,0
"liz, you are the last best hope fornus all.",0,0
"congratulations to you, senator gillibrand!",0,0
"? taliban, al queda--remember cupcake voted to withhold military pay as a political gambit.",0,1
"an extremely poor decision, just as poor as your previous performance as a congresswoman",0,1
"coming all the way from bc canada, congrats!",0,0
why feel the bern when you could feel the johnson!,0,0
thank you so much senator murray!,0,0
